,year,tax_band,engine_capacity,urban_metric,extra_urban_metric,combined_metric,urban_imperial,extra_urban_imperial,combined_imperial,noise_level,co2,co_emissions,nox_emissions,thc_nox_emissions,particulates_emissions,fuel_cost_12000_miles,fuel_cost_6000_miles,standard_12_months,standard_6_months,first_year_12_months,first_year_6_months,date_of_change
240,2000.0,,1998.0,14.5,8.0,10.4,19.5,35.3,27.2,73.0,246.0,1284.0,,,,,782.0,,,,,
241,2000.0,,1998.0,16.4,8.0,11.1,17.2,35.3,25.4,71.3,258.0,1584.0,,,,,838.0,,,,,
242,2000.0,,1998.0,14.5,8.0,10.4,19.5,35.3,27.2,73.0,246.0,1284.0,,,,,782.0,,,,,
243,2000.0,,1998.0,16.4,8.0,11.1,17.2,35.3,25.4,71.3,258.0,1584.0,,,,,838.0,,,,,
244,2000.0,,2088.0,9.6,5.6,7.1,29.4,50.4,39.8,74.0,185.0,370.0,,,0.067,,548.0,,,,,
245,2000.0,,2088.0,12.1,6.5,8.5,23.3,43.5,33.2,69.7,235.0,121.0,,,0.047,,657.0,,,,,
246,2000.0,,2088.0,9.6,5.6,7.1,29.4,50.4,39.8,74.0,185.0,370.0,,,0.067,,548.0,,,,,
247,2000.0,,2088.0,12.3,6.6,8.7,23.0,42.8,32.5,69.7,240.0,121.0,,,0.047,,671.0,,,,,
248,2000.0,,2446.0,10.9,5.9,7.7,25.9,47.9,36.7,73.7,204.0,457.0,,,0.064,,595.0,,,,,
249,2000.0,,2446.0,10.9,5.9,7.7,25.9,47.9,36.7,73.7,204.0,457.0,,,0.064,,595.0,,,,,
250,2000.0,,2946.0,15.9,8.0,10.9,17.8,35.3,25.9,74.0,260.0,499.0,,,,,821.0,,,,,
251,2000.0,,2946.0,18.0,8.4,11.9,15.7,33.6,23.7,73.9,284.0,653.0,,,,,898.0,,,,,
252,2000.0,,1360.0,9.1,5.6,6.9,31.0,50.4,40.9,71.5,170.0,684.0,,,,,520.0,,,,,
253,2000.0,,1360.0,9.1,5.6,6.9,31.0,50.4,40.9,71.5,170.0,684.0,,,,,520.0,,,,,
254,2000.0,,1587.0,9.9,5.8,7.3,28.5,48.7,38.7,73.9,177.0,706.0,,,,,550.0,,,,,
255,2000.0,,1587.0,10.8,6.0,7.8,26.2,47.1,36.2,73.8,185.0,1703.0,,,,,588.0,,,,,
256,2000.0,,1587.0,9.9,5.8,7.3,28.5,48.7,38.7,73.9,177.0,706.0,,,,,550.0,,,,,
257,2000.0,,1587.0,10.8,6.0,7.8,26.2,47.1,36.2,73.8,185.0,1703.0,,,,,588.0,,,,,
258,2000.0,,1587.0,9.9,5.8,7.3,28.5,48.7,38.7,73.9,177.0,706.0,,,,,550.0,,,,,
259,2000.0,,1761.0,12.0,6.3,8.3,23.5,44.8,34.0,71.1,198.0,482.0,,,,,626.0,,,,,
260,2000.0,,1761.0,12.1,6.4,8.4,23.3,44.1,33.6,71.1,198.0,482.0,,,,,633.0,,,,,
261,2000.0,,1761.0,12.1,6.5,8.5,23.3,43.5,33.2,71.1,198.0,482.0,,,,,641.0,,,,,
262,2000.0,,1868.0,8.3,5.0,6.2,34.0,56.5,45.6,73.2,164.0,251.0,,,0.044,,479.0,,,,,
263,2000.0,,1868.0,8.3,5.0,6.2,34.0,56.5,45.6,73.2,164.0,251.0,,,0.044,,479.0,,,,,
264,2000.0,,1997.0,6.9,4.3,5.2,40.9,65.7,54.3,71.3,141.0,584.0,,,0.053,,402.0,,,,,
265,2000.0,,1997.0,6.9,4.3,5.2,40.9,65.7,54.3,71.3,141.0,584.0,,,0.053,,402.0,,,,,
266,2000.0,,1998.0,13.6,7.1,9.4,20.8,39.8,30.1,73.7,224.0,708.0,,,,,707.0,,,,,
267,2000.0,,1587.0,10.0,6.1,7.5,28.2,46.3,37.7,74.0,178.0,935.0,25.0,,,,564.0,,,,,
268,2000.0,,1587.0,10.2,6.2,7.7,27.7,45.6,36.7,73.0,187.0,1117.0,,,,,580.0,,,,,
269,2000.0,,1749.0,10.8,5.9,7.7,26.2,47.9,36.7,74.0,187.0,173.0,,,,,580.0,,,,,
270,2000.0,,1997.0,7.0,4.6,5.5,40.4,61.4,51.4,72.0,147.0,339.0,,,0.032,,425.0,,,,,
271,2000.0,,1997.0,7.0,4.6,5.5,40.4,61.4,51.4,72.0,147.0,419.0,339.0,,0.032,,425.0,,,,,
272,2000.0,,2295.0,13.8,8.2,10.2,20.5,34.4,27.7,73.7,271.0,540.0,,,,,768.0,,,,,
273,2000.0,,2295.0,14.8,9.9,11.6,19.1,28.5,24.3,72.0,309.0,630.0,,,,,876.0,,,,,
274,2000.0,,2874.0,12.8,8.0,9.8,22.1,35.3,28.8,74.3,258.0,800.0,,,0.13,,758.0,,,,,
275,2000.0,,1349.0,11.4,5.9,7.9,24.8,47.9,35.8,72.3,184.0,380.0,,,,,594.0,,,,,
276,2000.0,,1349.0,11.4,5.9,7.9,24.8,47.9,35.8,72.3,184.0,380.0,,,,,594.0,,,,,
277,2000.0,,1598.0,12.0,6.2,8.2,23.5,45.6,34.4,72.9,192.0,400.0,,,,,618.0,,,,,
278,2000.0,,1598.0,12.5,6.4,8.9,22.6,44.1,31.7,70.0,209.0,170.0,,,,,671.0,,,,,
279,2000.0,,1998.0,13.0,7.1,9.2,21.7,39.8,30.7,72.4,215.0,1010.0,,,,,693.0,,,,,
280,2000.0,,1998.0,15.8,7.5,10.5,17.9,37.7,26.9,71.9,245.0,1150.0,,,,,791.0,,,,,
281,2000.0,,1998.0,13.0,7.1,9.2,21.7,39.8,30.7,72.4,215.0,1010.0,,,,,693.0,,,,,
282,2000.0,,1998.0,15.8,7.5,10.5,17.9,37.7,26.9,71.9,245.0,1150.0,,,,,791.0,,,,,
283,2000.0,,796.0,8.4,5.2,6.4,33.6,54.3,44.1,73.7,149.0,780.0,,,,,482.0,,,,,
284,2000.0,,796.0,8.4,5.2,6.4,33.6,54.3,44.1,73.7,149.0,780.0,,,,,482.0,,,,,
285,2000.0,,2295.0,16.2,9.7,12.1,17.4,29.1,23.3,74.0,282.0,650.0,,,,,913.0,,,,,
286,2000.0,,2295.0,16.6,10.8,12.9,17.0,26.1,21.9,71.4,303.0,778.0,,,,,971.0,,,,,
287,2000.0,,2295.0,17.4,11.3,13.5,16.2,25.0,20.9,73.4,313.0,1418.0,,,,,1018.0,,,,,
288,2000.0,,2874.0,12.0,7.6,9.2,23.5,37.2,30.7,75.0,245.0,570.0,,,0.14,,711.0,,,,,
289,2000.0,,2874.0,14.2,9.1,11.0,19.9,31.0,25.7,74.0,290.0,678.0,,,0.142,,849.0,,,,,
290,2000.0,,1598.0,10.7,6.1,7.8,26.4,46.3,36.2,72.7,198.0,720.0,,,,,588.0,,,,,
291,2000.0,,1598.0,10.5,6.2,7.8,26.9,45.6,36.2,72.7,198.0,700.0,,,,,588.0,,,,,
292,2000.0,,1998.0,12.2,6.4,8.6,23.2,44.1,32.8,73.3,214.0,980.0,,,,,649.0,,,,,
293,2000.0,,1998.0,13.6,6.8,9.3,20.8,41.5,30.4,71.8,233.0,1350.0,,,,,700.0,,,,,
294,2000.0,,1998.0,12.3,6.7,8.7,23.0,42.2,32.5,73.3,215.0,1130.0,,,,,655.0,,,,,
295,2000.0,,1998.0,14.6,7.0,9.8,19.3,40.4,28.8,71.8,236.0,1520.0,,,,,739.0,,,,,
296,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,
298,2000.0,,989.0,6.5,4.6,5.3,43.5,61.4,53.3,70.1,127.0,461.0,,,,,399.0,,,,,
299,2000.0,,989.0,7.9,5.9,6.6,35.7,47.9,42.8,70.3,157.0,696.0,,,,,497.0,,,,,
300,2000.0,,2765.0,11.1,8.3,9.4,25.4,34.0,30.1,70.0,248.0,621.0,,,0.102,,725.0,,,,,
301,2000.0,,1590.0,10.2,6.2,7.6,27.7,45.6,37.2,71.6,181.0,961.0,,,,,572.0,,,,,
302,2000.0,,1590.0,11.2,6.5,8.2,25.2,43.4,34.4,71.2,195.0,736.0,,,,,618.0,,,,,
303,2000.0,,989.0,6.6,4.8,5.5,42.8,58.8,51.4,70.9,132.0,269.0,,,,,414.0,,,,,
304,2000.0,,989.0,7.8,5.5,6.3,36.2,51.4,44.8,68.6,151.0,697.0,,,,,475.0,,,,,
305,2000.0,,1296.0,11.1,7.3,8.7,25.4,38.7,32.5,71.8,205.0,1237.0,,,,,655.0,,,,,
306,2000.0,,1296.0,11.6,8.1,9.4,24.3,34.9,30.0,68.5,222.0,986.0,,,,,709.0,,,,,
307,2000.0,,3586.0,28.0,12.0,17.9,10.1,23.5,15.8,74.6,415.0,720.0,,,,,1347.0,,,,,
308,2000.0,,5474.0,34.4,14.8,22.0,8.2,19.1,12.8,74.8,495.0,1332.0,,,,,1662.0,,,,,
309,2000.0,,5474.0,35.2,14.7,22.3,8.0,19.2,12.7,74.0,520.0,130.0,,,,,1675.0,,,,,
310,2000.0,,5474.0,35.6,15.5,22.9,7.9,18.2,12.3,73.6,530.0,1104.0,,,,,1730.0,,,,,
311,2000.0,,1747.0,11.6,6.5,8.4,24.4,43.5,33.6,71.0,198.0,1540.0,,,,,633.0,,,,,
312,2000.0,,1581.0,10.8,6.1,7.8,26.2,46.3,36.2,72.0,186.0,306.0,,,,,588.0,,,,,
313,2000.0,,1581.0,12.8,7.1,9.2,22.1,39.8,30.7,72.0,218.0,1281.0,,,,,693.0,,,,,
314,2000.0,,1747.0,11.5,6.6,8.4,24.6,42.8,33.6,73.5,199.0,613.0,,,,,633.0,,,,,
315,2000.0,,1242.0,9.5,5.4,6.9,29.7,52.3,40.9,71.5,164.0,629.0,,,,,520.0,,,,,
316,2000.0,,1910.0,7.3,4.5,5.5,38.7,62.8,51.4,73.0,146.0,692.0,,,0.063,,425.0,,,,,
317,2000.0,,1910.0,8.6,5.2,6.4,32.8,54.3,44.1,72.5,171.0,407.0,,,0.069,,495.0,,,,,
318,2000.0,,1581.0,10.6,6.0,7.7,26.6,47.1,36.7,72.0,183.0,306.0,,,,,580.0,,,,,
319,2000.0,,1747.0,11.3,6.5,8.3,25.0,43.5,34.0,73.5,197.0,613.0,,,,,626.0,,,,,
320,2000.0,,1998.0,13.1,7.2,9.4,21.6,39.2,30.1,74.0,222.0,664.0,,,,,707.0,,,,,
321,2000.0,,1242.0,9.4,5.3,6.8,30.1,53.3,41.5,71.5,162.0,629.0,,,,,513.0,,,,,
322,2000.0,,1910.0,7.2,4.4,5.4,39.2,64.2,52.3,73.0,143.0,692.0,,,0.063,,417.0,,,,,
323,2000.0,,1910.0,8.5,5.1,6.3,33.2,55.4,44.8,72.5,168.0,407.0,,,0.069,,487.0,,,,,
324,2000.0,,1998.0,14.0,7.3,9.8,20.2,38.7,28.8,72.5,232.0,845.0,,,,,739.0,,,,,
325,2000.0,,1998.0,14.4,7.6,10.1,19.6,37.2,28.0,73.0,240.0,1337.0,,,,,760.0,,,,,
326,2000.0,,1581.0,11.3,6.6,8.3,25.0,42.8,34.0,73.0,197.0,1010.0,,,,,626.0,,,,,
327,2000.0,,1581.0,12.8,7.1,9.2,22.1,39.8,30.7,71.0,219.0,374.0,,,,,693.0,,,,,
328,2000.0,,1747.0,11.5,6.6,8.4,24.6,42.8,33.6,72.0,199.0,841.0,,,,,633.0,,,,,
329,2000.0,,1998.0,14.2,7.3,9.8,19.9,38.7,28.8,73.5,234.0,1036.0,,,,,739.0,,,,,
330,2000.0,,1910.0,7.4,4.6,5.6,38.2,61.4,50.4,74.0,149.0,753.0,,,0.059,,433.0,,,,,
331,2000.0,,2387.0,9.0,5.3,6.7,31.4,53.3,42.2,75.0,177.0,910.0,,,0.071,,517.0,,,,,
332,2000.0,,1910.0,8.5,5.1,6.4,33.2,55.4,44.1,71.5,169.0,347.0,,,0.071,,495.0,,,,,
333,2000.0,,1581.0,11.5,6.6,8.4,24.6,42.8,33.6,73.0,200.0,1189.0,,,,,633.0,,,,,
334,2000.0,,1581.0,13.1,7.2,9.3,21.6,39.2,30.4,71.0,222.0,374.0,,,,,700.0,,,,,
335,2000.0,,1747.0,11.8,6.8,8.6,23.9,41.5,32.8,72.0,205.0,657.0,,,,,649.0,,,,,
336,2000.0,,1998.0,14.3,7.4,9.9,19.8,38.2,28.5,73.5,237.0,1036.0,,,,,747.0,,,,,
337,2000.0,,1910.0,7.5,4.7,5.7,37.7,60.1,49.6,74.0,151.0,753.0,,,0.059,,440.0,,,,,
338,2000.0,,2387.0,9.1,5.4,6.8,31.0,52.3,41.5,75.0,180.0,910.0,,,0.071,,526.0,,,,,
339,2000.0,,1910.0,8.7,5.3,6.5,32.5,53.3,43.5,71.5,173.0,347.0,,,0.071,,502.0,,,,,
340,2000.0,,1581.0,11.1,7.2,8.6,25.4,39.2,32.8,73.5,205.0,494.0,,,,,649.0,,,,,
341,2000.0,,1910.0,8.0,5.5,6.4,35.3,51.4,44.1,75.0,170.0,496.0,,,0.06,,495.0,,,,,
342,2000.0,,1242.0,7.3,4.8,5.7,38.7,58.9,49.6,71.5,136.0,152.0,,,,,429.0,,,,,
343,2000.0,,1242.0,7.6,5.0,6.0,37.2,56.5,47.1,72.5,142.0,316.0,,,,,452.0,,,,,
344,2000.0,,1242.0,8.4,5.5,6.5,33.6,51.4,43.5,70.0,155.0,647.0,,,,,489.0,,,,,
345,2000.0,,1910.0,7.2,4.8,5.7,39.2,58.9,49.6,72.5,150.0,175.0,,,0.028,,440.0,,,,,
346,2000.0,,1747.0,11.5,6.4,8.3,24.6,44.1,34.0,72.0,197.0,892.0,,,,,626.0,,,,,
347,2000.0,,1910.0,6.6,4.0,4.9,42.8,70.6,57.6,72.0,130.0,347.0,,,0.071,,379.0,,,,,
348,2000.0,,1242.0,7.6,5.0,6.0,37.2,56.5,47.1,72.0,142.0,457.0,,,,,452.0,,,,,
349,2000.0,,1242.0,8.7,5.6,6.7,32.5,50.4,42.2,72.0,159.0,329.0,,,,,504.0,,,,,
350,2000.0,,1997.0,7.9,5.4,6.4,35.8,52.3,44.1,74.7,171.0,246.0,,,0.048,,495.0,,,,,
351,2000.0,,899.0,7.9,5.1,6.1,35.8,55.4,46.3,74.0,145.0,658.0,,,,,460.0,,,,,
352,2000.0,,899.0,7.9,5.1,6.1,35.8,55.4,46.3,74.0,145.0,658.0,,,,,460.0,,,,,
353,2000.0,,1108.0,8.5,4.9,6.2,33.2,57.6,45.6,73.0,148.0,814.0,,,,,467.0,,,,,
354,2000.0,,1108.0,8.7,5.0,6.4,32.5,56.5,44.1,74.0,151.0,1457.0,,,,,482.0,,,,,
355,2000.0,,1998.0,13.8,8.1,10.2,20.5,34.9,27.7,73.6,252.0,833.0,,,,,768.0,,,,,
356,2000.0,,1997.0,8.4,5.6,6.7,33.6,50.4,42.2,72.2,182.0,174.0,,,0.059,,517.0,,,,,
357,2000.0,,1988.0,12.2,6.5,8.6,23.2,43.5,32.8,71.0,206.0,422.0,56.0,,,,649.0,,,,,
358,2000.0,,1988.0,12.2,6.5,8.6,23.2,43.5,32.8,71.0,205.0,1182.0,,,,,649.0,,,,,
359,2000.0,,1988.0,12.1,6.4,8.5,23.3,44.1,33.2,71.0,204.0,422.0,56.0,,,,641.0,,,,,
360,2000.0,,1988.0,12.1,6.4,8.5,23.3,44.1,33.2,71.0,202.0,1182.0,,,,,641.0,,,,,
361,2000.0,,2495.0,14.6,7.6,10.2,19.3,37.2,27.7,72.0,245.0,578.0,11.0,,,,768.0,,,,,
362,2000.0,,2495.0,15.1,7.7,10.4,18.7,36.7,27.2,73.0,250.0,333.0,14.0,,,,782.0,,,,,
363,2000.0,,2495.0,13.4,7.3,9.5,21.1,38.7,29.7,72.0,228.0,306.0,,,,,716.0,,,,,
364,2000.0,,2495.0,14.8,7.3,10.0,19.1,38.7,28.2,73.0,240.0,55.0,,,,,754.0,,,,,
365,2000.0,,2495.0,14.6,7.6,10.2,19.3,37.2,27.7,71.0,245.0,989.0,38.0,,,,768.0,,,,,
366,2000.0,,1299.0,9.3,7.0,7.8,30.4,40.4,36.2,71.0,180.0,660.0,95.0,,,,588.0,,,,,
367,2000.0,,1299.0,9.3,7.0,7.8,30.4,40.4,36.2,71.0,180.0,563.0,,,,,588.0,,,,,
368,2000.0,,1753.0,8.1,5.8,6.6,34.9,48.7,42.8,73.0,175.0,150.0,,,0.076,,510.0,,,,,
369,2000.0,,1597.0,11.0,6.7,8.3,25.7,42.2,34.0,74.0,195.0,733.0,,,,,626.0,,,,,
370,2000.0,,1597.0,10.9,6.6,8.2,25.9,42.8,34.4,74.0,193.0,733.0,,,,,618.0,,,,,
371,2000.0,,1597.0,11.0,6.7,8.3,25.7,42.2,34.0,74.0,195.0,733.0,,,,,626.0,,,,,
372,2000.0,,1597.0,10.7,6.4,8.0,26.4,44.1,35.3,74.0,188.0,733.0,,,,,603.0,,,,,
373,2000.0,,1753.0,9.0,5.7,7.0,31.4,49.6,40.4,74.0,187.0,365.0,,,0.029,,540.0,,,,,
374,2000.0,,1753.0,8.7,5.4,6.7,32.5,52.3,42.2,74.0,182.0,365.0,,,0.029,,517.0,,,,,
375,2000.0,,1753.0,8.8,5.6,6.8,32.1,50.4,41.5,74.0,185.0,365.0,,,0.029,,526.0,,,,,
376,2000.0,,1753.0,8.8,5.5,6.7,32.1,51.4,42.2,74.0,182.0,365.0,,,0.029,,517.0,,,,,
377,2000.0,,4011.0,18.2,11.1,13.7,15.5,25.4,20.6,72.0,350.0,750.0,,,,,1033.0,,,,,
378,2000.0,,1242.0,8.7,5.8,6.9,32.5,48.7,40.9,73.0,161.0,296.0,61.0,,,,520.0,,,,,
379,2000.0,,1242.0,9.3,5.8,7.1,30.4,48.7,39.8,71.0,167.0,623.0,29.0,,,,535.0,,,,,
380,2000.0,,1242.0,8.7,5.8,6.9,32.5,48.7,40.9,73.0,161.0,538.0,,,,,520.0,,,,,
381,2000.0,,1242.0,9.3,5.8,7.1,30.4,48.7,39.8,71.0,167.0,1073.0,,,,,535.0,,,,,
382,2000.0,,1242.0,8.8,5.7,6.9,32.1,49.6,40.9,73.0,161.0,296.0,61.0,,,,520.0,,,,,
383,2000.0,,1242.0,9.4,6.0,7.3,30.1,47.1,38.7,71.0,171.0,623.0,29.0,,,,550.0,,,,,
384,2000.0,,1242.0,8.8,5.7,6.9,32.1,49.6,40.9,73.0,161.0,538.0,,,,,520.0,,,,,
385,2000.0,,1242.0,9.4,6.0,7.3,30.1,47.1,38.7,71.0,171.0,1073.0,,,,,550.0,,,,,
386,2000.0,,1299.0,8.7,5.9,6.9,32.5,47.9,40.9,72.0,161.0,660.0,95.0,,,,520.0,,,,,
387,2000.0,,1299.0,9.0,6.0,7.1,31.4,47.1,39.8,72.0,166.0,563.0,,,,,535.0,,,,,
388,2000.0,,1299.0,9.2,6.2,7.3,30.7,45.6,38.7,72.0,171.0,660.0,95.0,,,,550.0,,,,,
389,2000.0,,1299.0,9.2,6.2,7.3,30.7,45.6,38.7,72.0,171.0,563.0,,,,,550.0,,,,,
390,2000.0,,1299.0,8.7,5.9,6.9,32.5,47.9,40.9,72.0,161.0,563.0,,,,,520.0,,,,,
391,2000.0,,1388.0,9.3,6.0,7.2,30.4,47.1,39.2,73.0,169.0,745.0,,,,,543.0,,,,,
392,2000.0,,1596.0,9.5,6.0,7.3,29.7,47.1,38.7,71.0,171.0,427.0,31.0,,,,550.0,,,,,
393,2000.0,,1596.0,9.5,6.0,7.3,29.7,47.1,38.7,71.0,171.0,526.0,,,,,550.0,,,,,
394,2000.0,,1753.0,7.0,4.3,5.3,40.4,65.7,53.3,71.0,144.0,157.0,454.0,,0.049,,409.0,,,,,
395,2000.0,,1388.0,8.8,5.4,6.6,32.1,52.3,42.8,71.0,158.0,662.0,52.0,,,,497.0,,,,,
396,2000.0,,1388.0,8.5,5.2,6.4,33.2,54.3,44.1,71.0,153.0,275.0,,,,,482.0,,,,,
397,2000.0,,1388.0,8.9,5.6,6.8,31.7,50.4,41.5,71.0,162.0,662.0,52.0,,,,513.0,,,,,
398,2000.0,,1388.0,8.9,5.6,6.8,31.7,50.4,41.5,71.0,162.0,275.0,,,,,513.0,,,,,
399,2000.0,,1596.0,9.4,5.7,7.1,30.1,49.6,39.8,69.0,169.0,224.0,48.0,,,,535.0,,,,,
400,2000.0,,1596.0,9.4,5.7,7.1,30.1,49.6,39.8,69.0,169.0,374.0,,,,,535.0,,,,,
401,2000.0,,1596.0,11.6,6.6,8.4,24.4,42.8,33.6,70.0,200.0,518.0,59.0,,,,633.0,,,,,
402,2000.0,,1596.0,11.2,6.2,8.0,25.2,45.6,35.3,70.0,192.0,474.0,,,,,603.0,,,,,
403,2000.0,,1596.0,9.4,5.6,7.0,30.1,50.4,40.4,69.0,167.0,224.0,48.0,,,,527.0,,,,,
404,2000.0,,1596.0,9.4,5.6,7.0,30.1,50.4,40.4,69.0,167.0,374.0,,,,,527.0,,,,,
405,2000.0,,1596.0,10.9,6.0,7.8,25.9,47.1,36.2,70.0,186.0,518.0,59.0,,,,588.0,,,,,
406,2000.0,,1596.0,10.9,6.0,7.8,25.9,47.1,36.2,70.0,186.0,474.0,,,,,588.0,,,,,
407,2000.0,,1596.0,10.9,6.1,7.8,25.9,46.3,36.2,70.0,188.0,518.0,59.0,,,,588.0,,,,,
408,2000.0,,1596.0,10.9,6.1,7.8,25.9,46.3,36.2,70.0,188.0,474.0,,,,,588.0,,,,,
409,2000.0,,1596.0,11.3,6.4,8.2,25.0,44.1,34.4,70.0,196.0,518.0,59.0,,,,618.0,,,,,
410,2000.0,,1596.0,11.1,6.2,8.0,25.4,45.6,35.3,70.0,191.0,474.0,,,,,603.0,,,,,
411,2000.0,,1596.0,11.2,6.4,8.1,25.2,44.1,34.9,70.0,195.0,518.0,59.0,,,,610.0,,,,,
412,2000.0,,1596.0,11.2,6.4,8.1,25.2,44.1,34.9,70.0,195.0,474.0,,,,,610.0,,,,,
413,2000.0,,1796.0,10.3,6.0,7.6,27.4,47.1,37.2,71.0,181.0,895.0,43.0,,,,572.0,,,,,
414,2000.0,,1796.0,10.2,6.0,7.6,27.7,47.1,37.2,71.0,181.0,230.0,,,,,572.0,,,,,
415,2000.0,,1796.0,10.3,5.9,7.5,27.4,47.9,37.7,71.0,179.0,895.0,43.0,,,,564.0,,,,,
416,2000.0,,1796.0,10.3,5.9,7.5,27.4,47.9,37.7,71.0,179.0,230.0,,,,,564.0,,,,,
417,2000.0,,1796.0,10.3,6.0,7.5,27.4,47.1,37.7,71.0,179.0,895.0,43.0,,,,564.0,,,,,
418,2000.0,,1796.0,10.2,6.0,7.5,27.7,47.1,37.7,71.0,179.0,230.0,,,,,564.0,,,,,
419,2000.0,,1796.0,10.4,5.9,7.6,27.2,47.9,37.2,71.0,181.0,895.0,43.0,,,,572.0,,,,,
420,2000.0,,1796.0,10.3,6.0,7.6,27.4,47.1,37.2,71.0,181.0,230.0,,,,,572.0,,,,,
421,2000.0,,1796.0,10.5,6.0,7.6,26.9,47.1,37.2,71.0,181.0,895.0,43.0,,,,572.0,,,,,
422,2000.0,,1796.0,10.4,6.0,7.6,27.2,47.1,37.2,71.0,181.0,230.0,,,,,572.0,,,,,
423,2000.0,,1796.0,10.4,6.1,7.7,27.2,46.3,36.7,71.0,184.0,895.0,43.0,,,,580.0,,,,,
424,2000.0,,1796.0,10.4,6.1,7.7,27.2,46.3,36.7,71.0,184.0,230.0,,,,,580.0,,,,,
425,2000.0,,1753.0,7.1,4.2,5.4,39.8,67.3,52.3,71.0,142.0,109.0,489.0,,0.044,,417.0,,,,,
426,2000.0,,1753.0,7.1,4.2,5.4,39.8,67.3,52.3,71.0,142.0,526.0,,,0.036,,417.0,,,,,
427,2000.0,,1753.0,7.2,4.4,5.4,39.2,64.2,52.3,71.0,144.0,109.0,489.0,,0.044,,417.0,,,,,
428,2000.0,,1753.0,7.2,4.4,5.4,39.2,64.2,52.3,71.0,144.0,526.0,,,0.036,,417.0,,,,,
429,2000.0,,1753.0,7.2,4.4,5.4,39.2,64.2,52.3,71.0,143.0,109.0,489.0,,0.044,,417.0,,,,,
430,2000.0,,1753.0,7.2,4.4,5.4,39.2,64.2,52.3,71.0,143.0,526.0,,,0.036,,417.0,,,,,
431,2000.0,,1753.0,7.2,4.5,5.5,39.2,62.8,51.4,71.0,145.0,526.0,,,0.036,,425.0,,,,,
432,2000.0,,1753.0,7.2,4.5,5.5,39.2,62.8,51.4,71.0,145.0,109.0,489.0,,0.044,,425.0,,,,,
433,2000.0,,1988.0,11.7,6.9,8.6,24.1,40.9,32.8,74.0,204.0,710.0,53.0,,,,649.0,,,,,
434,2000.0,,1988.0,11.6,7.1,8.7,24.4,39.8,32.5,74.0,207.0,491.0,,,,,655.0,,,,,
435,2000.0,,1988.0,11.7,6.9,8.6,24.1,40.9,32.8,74.0,205.0,710.0,53.0,,,,649.0,,,,,
436,2000.0,,1988.0,11.6,6.9,8.6,24.4,40.9,32.8,74.0,205.0,491.0,,,,,649.0,,,,,
437,2000.0,,1988.0,11.8,7.2,8.9,23.7,39.2,31.7,74.0,212.0,491.0,,,,,671.0,,,,,
438,2000.0,,1988.0,11.7,6.9,8.7,24.1,40.9,32.5,74.0,207.0,710.0,53.0,,,,655.0,,,,,
439,2000.0,,1988.0,11.6,6.9,8.7,24.4,40.9,32.5,74.0,207.0,491.0,,,,,655.0,,,,,
440,2000.0,,1988.0,11.8,7.0,8.7,23.7,40.4,32.5,74.0,209.0,710.0,53.0,,,,655.0,,,,,
441,2000.0,,1988.0,11.8,7.0,8.7,23.7,40.4,32.5,74.0,207.0,710.0,53.0,,,,655.0,,,,,
442,2000.0,,1896.0,8.6,5.3,6.5,32.8,53.3,43.5,75.0,176.0,349.0,,,0.077,,502.0,,,,,
443,2000.0,,1896.0,10.4,6.4,7.8,27.2,44.1,36.2,71.0,211.0,1390.0,,,0.084,,603.0,,,,,
444,2000.0,,1896.0,8.5,5.3,6.5,33.2,53.3,43.5,73.0,176.0,444.0,,,0.073,,502.0,,,,,
445,2000.0,,2295.0,13.9,7.7,10.0,20.3,36.7,28.2,73.0,240.0,964.0,,,,,754.0,,,,,
446,2000.0,,2295.0,14.9,8.5,10.8,19.0,33.2,26.2,72.0,260.0,1169.0,,,,,812.0,,,,,
447,2000.0,,2792.0,16.5,8.8,11.6,17.1,32.1,24.4,74.0,278.0,83.0,,,,,872.0,,,,,
448,2000.0,,2792.0,17.2,9.3,12.3,16.4,30.4,23.0,73.0,295.0,325.0,,,,,925.0,,,,,
449,2000.0,,2792.0,18.0,10.1,13.0,15.7,28.0,21.7,72.0,312.0,292.0,,,,,980.0,,,,,
450,2000.0,,1299.0,8.8,5.5,6.7,32.1,51.4,42.2,72.0,163.0,395.0,103.0,,,,504.0,,,,,
451,2000.0,,1299.0,8.8,5.5,6.7,32.1,51.4,42.2,72.0,163.0,679.0,,,,,504.0,,,,,
452,2000.0,,1299.0,8.9,5.6,6.8,31.7,50.4,41.5,72.0,165.0,395.0,103.0,,,,513.0,,,,,
453,2000.0,,1299.0,8.9,5.6,6.8,31.7,50.4,41.5,72.0,165.0,679.0,,,,,513.0,,,,,
454,2000.0,,1597.0,11.0,5.6,7.6,25.7,50.4,37.2,72.0,182.0,416.0,,,,,572.0,,,,,
455,2000.0,,1597.0,11.2,5.7,7.8,25.2,49.6,36.2,72.0,186.0,416.0,,,,,588.0,,,,,
456,2000.0,,1796.0,11.3,5.6,7.7,25.0,50.4,36.7,74.0,185.0,158.0,,,,,580.0,,,,,
457,2000.0,,1796.0,11.4,5.7,7.8,24.8,49.6,36.2,74.0,187.0,158.0,,,,,588.0,,,,,
458,2000.0,,1796.0,11.5,6.0,8.0,24.6,47.1,35.3,74.0,192.0,158.0,,,,,603.0,,,,,
