,year,tax_band,engine_capacity,urban_metric,extra_urban_metric,combined_metric,urban_imperial,extra_urban_imperial,combined_imperial,noise_level,co2,co_emissions,nox_emissions,thc_nox_emissions,particulates_emissions,fuel_cost_12000_miles,fuel_cost_6000_miles,standard_12_months,standard_6_months,first_year_12_months,first_year_6_months,date_of_change
459,2000.0,,1753.0,8.9,5.0,6.4,31.7,56.5,44.1,74.0,173.0,244.0,,,0.049,,495.0,,,,,
460,2000.0,,1753.0,9.4,5.6,7.0,30.1,50.4,40.4,74.0,188.0,244.0,,,0.049,,540.0,,,,,
461,2000.0,,1753.0,8.6,4.7,6.1,32.8,60.1,46.3,74.0,166.0,244.0,,,0.049,,471.0,,,,,
462,2000.0,,1753.0,9.1,5.2,6.6,31.0,54.3,42.8,74.0,179.0,244.0,,,0.049,,510.0,,,,,
463,2000.0,,1988.0,12.9,6.6,8.9,21.9,42.8,31.7,74.0,210.0,414.0,,,,,671.0,,,,,
464,2000.0,,1988.0,13.5,7.3,9.6,20.9,38.7,29.4,74.0,229.0,414.0,,,,,724.0,,,,,
465,2000.0,,1988.0,11.7,5.9,8.0,24.1,47.9,35.3,74.0,192.0,1182.0,,,,,603.0,,,,,
466,2000.0,,1988.0,12.2,6.4,8.6,23.2,44.1,32.8,74.0,205.0,1182.0,,,,,649.0,,,,,
467,2000.0,,1988.0,11.9,6.0,8.1,23.7,47.1,34.9,74.0,195.0,1182.0,,,,,610.0,,,,,
468,2000.0,,1988.0,12.4,6.6,8.7,22.8,42.8,32.5,74.0,208.0,1182.0,,,,,655.0,,,,,
469,2000.0,,1988.0,12.0,6.2,8.3,23.5,45.6,34.0,74.0,199.0,1182.0,,,,,626.0,,,,,
470,2000.0,,1988.0,13.2,6.9,9.2,21.4,40.9,30.7,74.0,218.0,414.0,,,,,693.0,,,,,
471,2000.0,,1988.0,12.4,6.8,8.9,22.8,41.5,31.7,74.0,212.0,1182.0,,,,,671.0,,,,,
472,2000.0,,1988.0,14.2,7.8,10.2,19.9,36.2,27.7,74.0,241.0,414.0,,,,,768.0,,,,,
473,2000.0,,2495.0,13.5,7.4,9.7,20.9,38.2,29.1,73.0,232.0,193.0,,,,,731.0,,,,,
474,2000.0,,2495.0,14.9,8.0,10.5,19.0,35.3,26.9,73.0,251.0,55.0,,,,,791.0,,,,,
475,2000.0,,2495.0,13.5,7.2,9.5,20.9,39.2,29.7,73.0,228.0,193.0,,,,,716.0,,,,,
476,2000.0,,2495.0,14.6,7.6,10.1,19.3,37.2,28.0,73.0,243.0,55.0,,,,,760.0,,,,,
477,2000.0,,2495.0,14.7,7.9,10.4,19.2,35.8,27.2,71.0,249.0,171.0,,,,,782.0,,,,,
478,2000.0,,2495.0,14.5,7.1,10.1,19.5,39.8,28.0,71.0,242.0,171.0,,,,,760.0,,,,,
479,2000.0,,1896.0,8.6,5.5,6.6,32.8,51.4,42.8,74.0,178.0,463.0,387.0,,0.035,,510.0,,,,,
480,2000.0,,1896.0,9.9,6.5,7.8,28.5,43.5,36.2,73.0,211.0,159.0,457.0,,0.026,,603.0,,,,,
481,2000.0,,1896.0,8.3,5.5,6.5,34.0,51.4,43.5,73.0,176.0,81.0,387.0,,0.025,,502.0,,,,,
482,2000.0,,2295.0,14.0,7.8,10.1,20.2,36.2,28.0,74.0,242.0,559.0,78.0,,,,760.0,,,,,
483,2000.0,,2295.0,15.1,8.6,11.0,18.7,32.8,25.7,72.0,264.0,341.0,84.0,,,,828.0,,,,,
484,2000.0,,2792.0,14.8,8.5,10.8,19.1,33.2,26.2,73.0,259.0,280.0,59.0,,,,812.0,,,,,
485,2000.0,,1998.0,8.9,6.5,7.4,31.7,43.5,38.2,75.0,194.0,252.0,676.0,,0.068,,571.0,,,,,
486,2000.0,,1998.0,9.4,6.6,7.6,30.1,42.8,37.2,75.0,200.0,243.0,591.0,,0.079,,587.0,,,,,
487,2000.0,,1998.0,8.6,6.2,7.1,32.8,45.6,39.8,72.0,186.0,162.0,775.0,,0.07,,548.0,,,,,
488,2000.0,,1998.0,9.1,6.4,7.4,31.0,44.1,38.2,72.0,196.0,278.0,695.0,,0.081,,571.0,,,,,
489,2000.0,,2295.0,14.1,8.5,10.6,20.0,33.2,26.6,74.0,254.0,1140.0,36.0,,,,800.0,,,,,
490,2000.0,,2295.0,14.6,8.7,11.0,19.3,32.5,25.7,74.0,262.0,988.0,47.0,,,,828.0,,,,,
491,2000.0,,2402.0,10.8,7.2,8.5,26.2,39.2,33.2,75.0,224.0,329.0,671.0,,0.071,,657.0,,,,,
492,2000.0,,2402.0,11.4,7.7,9.1,24.8,36.7,31.0,75.0,239.0,283.0,689.0,,0.089,,704.0,,,,,
493,2000.0,,2402.0,10.3,7.0,8.2,27.4,40.4,34.4,75.0,216.0,684.0,628.0,,0.049,,634.0,,,,,
494,2000.0,,2402.0,11.2,7.6,9.0,25.2,37.2,31.4,75.0,236.0,703.0,667.0,,0.076,,695.0,,,,,
495,2000.0,,2402.0,10.2,7.2,8.3,27.7,39.2,34.0,74.0,221.0,688.0,643.0,,0.074,,642.0,,,,,
496,2000.0,,2402.0,11.3,7.9,9.1,25.0,35.8,31.0,74.0,242.0,620.0,705.0,,0.06,,704.0,,,,,
497,2000.0,,2402.0,10.4,7.3,8.4,27.2,38.7,33.6,74.0,222.0,651.0,616.0,,0.058,,649.0,,,,,
498,2000.0,,2402.0,11.3,7.6,9.0,25.0,37.2,31.4,74.0,237.0,599.0,624.0,,0.058,,695.0,,,,,
499,2000.0,,1388.0,9.5,5.9,7.2,29.7,47.9,39.2,68.0,171.0,554.0,,,,,543.0,,,,,
500,2000.0,,1676.0,9.7,6.1,7.4,29.1,46.3,38.2,74.0,178.0,656.0,83.0,,,,557.0,,,,,
501,2000.0,,1676.0,9.7,6.1,7.4,29.1,46.3,38.2,74.0,178.0,533.0,,,,,557.0,,,,,
502,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,
506,2000.0,,2496.0,10.3,7.1,8.3,27.4,39.8,34.0,74.0,219.0,941.0,,,0.102,,642.0,,,,,
507,2000.0,,2496.0,10.8,7.2,8.5,26.2,39.2,33.2,74.0,225.0,933.0,,,0.102,,657.0,,,,,
508,2000.0,,2496.0,10.4,7.1,8.3,27.2,39.8,34.0,75.0,218.0,1274.0,,,0.15,,642.0,,,,,
509,2000.0,,2496.0,10.5,7.3,8.5,26.9,38.7,33.2,75.0,223.0,1197.0,,,0.141,,657.0,,,,,
510,2000.0,,2496.0,12.9,8.4,10.0,21.9,33.6,28.2,72.0,265.0,1009.0,,,0.107,,774.0,,,,,
511,2000.0,,2496.0,9.8,7.1,8.1,28.8,39.8,34.9,74.0,216.0,266.0,,,0.064,,625.0,,,,,
512,2000.0,,2496.0,10.7,7.6,8.7,26.4,37.2,32.5,74.0,232.0,266.0,,,0.064,,671.0,,,,,
513,2000.0,,2496.0,13.0,8.7,10.3,21.7,32.5,27.4,74.0,273.0,548.0,,,0.073,,796.0,,,,,
514,2000.0,,2496.0,10.9,7.8,9.0,25.9,36.2,31.4,74.0,237.0,590.0,,,0.097,,695.0,,,,,
515,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
516,2000.0,,1850.0,12.6,7.0,9.0,22.4,40.4,31.4,69.0,215.0,383.0,,,,,678.0,,,,,
517,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
518,2000.0,,1850.0,12.6,7.0,9.0,22.4,40.4,31.4,69.0,215.0,383.0,,,,,678.0,,,,,
519,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
520,2000.0,,1850.0,12.6,7.1,9.1,22.4,39.8,31.0,69.0,216.0,383.0,,,,,686.0,,,,,
521,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
522,2000.0,,1850.0,12.6,7.1,9.1,22.4,39.8,31.0,69.0,216.0,383.0,,,,,686.0,,,,,
523,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
524,2000.0,,1850.0,12.6,7.0,9.0,22.4,40.4,31.4,69.0,215.0,383.0,,,,,678.0,,,,,
525,2000.0,,1997.0,11.4,6.9,8.6,24.8,40.9,32.8,72.0,204.0,517.0,57.0,,,,649.0,,,,,
526,2000.0,,1997.0,12.6,7.0,9.0,22.4,40.4,31.4,70.0,215.0,194.0,59.0,,,,678.0,,,,,
527,2000.0,,1997.0,11.4,6.9,8.6,24.8,40.9,32.8,72.0,204.0,517.0,57.0,,,,649.0,,,,,
528,2000.0,,1997.0,12.7,7.1,9.1,22.2,39.8,31.0,70.0,217.0,768.0,42.0,,,,686.0,,,,,
529,2000.0,,1997.0,11.4,6.9,8.6,24.8,40.9,32.8,72.0,204.0,517.0,57.0,,,,649.0,,,,,
530,2000.0,,1997.0,12.7,7.1,9.1,22.2,39.8,31.0,70.0,217.0,768.0,42.0,,,,686.0,,,,,
531,2000.0,,1997.0,11.4,6.9,8.6,24.8,40.9,32.8,72.0,204.0,517.0,57.0,,,,649.0,,,,,
532,2000.0,,1997.0,12.6,7.0,9.0,22.4,40.4,31.4,70.0,215.0,194.0,59.0,,,,678.0,,,,,
533,2000.0,,2157.0,12.9,7.8,9.6,21.9,36.2,29.4,72.0,229.0,704.0,76.0,,,,724.0,,,,,
534,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
535,2000.0,,1850.0,12.6,7.1,9.1,22.4,39.8,31.0,69.0,216.0,383.0,,,,,686.0,,,,,
536,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
537,2000.0,,1850.0,12.6,7.1,9.1,22.4,39.8,31.0,69.0,216.0,938.0,,,,,686.0,,,,,
538,2000.0,,1850.0,11.7,6.8,8.6,24.1,41.5,32.8,71.0,205.0,592.0,,,,,649.0,,,,,
539,2000.0,,1850.0,12.6,7.1,9.1,22.4,39.8,31.0,69.0,216.0,383.0,,,,,686.0,,,,,
540,2000.0,,1850.0,11.7,6.8,8.6,24.1,41.5,32.8,71.0,205.0,592.0,,,,,649.0,,,,,
541,2000.0,,1850.0,12.6,7.1,9.1,22.4,39.8,31.0,69.0,216.0,383.0,,,,,686.0,,,,,
542,2000.0,,1850.0,11.2,6.9,8.4,25.2,40.9,33.6,71.0,200.0,772.0,,,,,633.0,,,,,
543,2000.0,,1850.0,12.6,7.1,9.1,22.4,39.8,31.0,69.0,216.0,938.0,,,,,686.0,,,,,
544,2000.0,,1997.0,11.8,7.0,8.8,23.9,40.4,32.1,72.0,209.0,642.0,39.0,,,,663.0,,,,,
545,2000.0,,1997.0,12.7,7.1,9.1,22.2,39.8,31.0,70.0,217.0,768.0,42.0,,,,686.0,,,,,
546,2000.0,,1997.0,11.4,6.9,8.6,24.8,40.9,32.8,72.0,204.0,517.0,57.0,,,,649.0,,,,,
547,2000.0,,1997.0,12.7,7.1,9.1,22.2,39.8,31.0,70.0,217.0,768.0,42.0,,,,686.0,,,,,
548,2000.0,,1997.0,11.8,7.0,8.8,23.9,40.4,32.1,72.0,209.0,642.0,39.0,,,,663.0,,,,,
549,2000.0,,1997.0,12.7,7.1,9.1,22.2,39.8,31.0,70.0,217.0,768.0,42.0,,,,686.0,,,,,
550,2000.0,,1997.0,11.8,7.0,8.8,23.9,40.4,32.1,72.0,209.0,642.0,39.0,,,,663.0,,,,,
551,2000.0,,1997.0,12.7,7.1,9.1,22.2,39.8,31.0,70.0,217.0,768.0,42.0,,,,686.0,,,,,
552,2000.0,,1997.0,11.4,6.9,8.6,24.8,40.9,32.8,72.0,204.0,517.0,57.0,,,,649.0,,,,,
553,2000.0,,1997.0,12.7,7.1,9.1,22.2,39.8,31.0,70.0,217.0,768.0,42.0,,,,686.0,,,,,
554,2000.0,,1997.0,12.3,7.2,9.1,23.0,39.2,31.0,72.2,215.0,1108.0,37.0,,,,686.0,,,,,
555,2000.0,,1997.0,14.0,7.6,10.0,20.2,37.2,28.2,72.2,235.0,1268.0,39.0,,,,754.0,,,,,
556,2000.0,,2997.0,15.0,8.2,10.7,18.8,34.4,26.4,71.9,253.0,749.0,,,,,806.0,,,,,
557,2000.0,,1396.0,8.8,5.7,6.8,32.1,49.6,41.5,71.5,161.0,1035.0,45.0,,,,513.0,,,,,
558,2000.0,,1396.0,10.4,6.2,7.7,27.2,45.6,36.7,70.9,183.0,1506.0,36.0,,,,580.0,,,,,
559,2000.0,,1396.0,8.8,5.7,6.8,32.1,49.6,41.5,71.5,161.0,1035.0,45.0,,,,513.0,,,,,
560,2000.0,,1595.0,11.0,6.9,8.4,25.7,40.9,33.6,73.0,198.0,1236.0,,,,,633.0,,,,,
561,2000.0,,1396.0,9.5,6.7,7.7,29.7,42.2,36.7,72.0,181.0,970.0,34.0,,,,580.0,,,,,
562,2000.0,,1396.0,9.5,6.7,7.7,29.7,42.2,36.7,72.0,181.0,970.0,34.0,,,,580.0,,,,,
563,2000.0,,1396.0,11.2,6.8,8.4,25.2,41.5,33.6,71.0,198.0,965.0,40.0,,,,633.0,,,,,
564,2000.0,,1396.0,9.5,6.7,7.7,29.7,42.2,36.7,72.0,181.0,970.0,40.0,,,,580.0,,,,,
565,2000.0,,1493.0,8.8,5.7,6.8,32.1,49.6,41.5,71.0,161.0,649.0,,,,,513.0,,,,,
566,2000.0,,1493.0,8.8,5.7,6.8,32.1,49.6,41.5,71.0,161.0,649.0,,,,,513.0,,,,,
567,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
568,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
569,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
570,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
571,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
572,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
573,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
574,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
575,2000.0,,1797.0,11.3,7.4,8.8,25.0,38.2,32.1,73.0,206.0,1098.0,,,,,663.0,,,,,
576,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
577,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
578,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
579,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
580,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
581,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
582,2000.0,,1590.0,10.2,6.8,8.0,27.7,41.5,35.3,72.0,190.0,1275.0,64.0,,,,603.0,,,,,
583,2000.0,,1590.0,11.7,7.6,9.1,24.1,37.2,31.0,70.0,214.0,1093.0,93.0,,,,686.0,,,,,
584,2000.0,,1797.0,11.3,7.4,8.8,25.0,38.2,32.1,73.0,206.0,1098.0,,,,,663.0,,,,,
585,2000.0,,1590.0,9.7,6.0,7.3,29.1,47.1,38.7,71.9,173.0,1042.0,29.0,,,,550.0,,,,,
586,2000.0,,1590.0,11.0,6.5,8.1,25.7,43.5,34.9,73.0,194.0,1239.0,28.0,,,,610.0,,,,,
587,2000.0,,1595.0,11.0,6.9,8.4,25.7,40.9,33.6,73.0,198.0,1236.0,,,,,633.0,,,,,
588,2000.0,,1973.0,11.9,8.4,9.7,23.7,33.6,29.1,73.7,229.0,957.0,444.0,,,,731.0,,,,,
589,2000.0,,1973.0,12.7,8.4,9.9,22.2,33.6,28.5,73.7,235.0,1347.0,56.0,,,,747.0,,,,,
590,2000.0,,1973.0,11.9,8.4,9.7,23.7,33.6,29.1,71.9,229.0,957.0,44.0,,,,731.0,,,,,
591,2000.0,,1973.0,12.7,8.4,9.9,22.2,33.6,28.5,71.9,235.0,1347.0,56.0,,,,747.0,,,,,
592,2000.0,,1997.0,13.2,7.9,9.9,21.4,35.8,28.5,72.6,235.0,1022.0,75.0,,,,747.0,,,,,
593,2000.0,,1590.0,9.0,7.2,8.2,28.5,39.2,34.4,73.0,195.0,1224.0,20.0,,,,618.0,,,,,
594,2000.0,,1590.0,10.4,7.6,8.6,27.2,37.2,32.8,73.0,204.0,1217.0,41.0,,,,649.0,,,,,
595,2000.0,,1590.0,9.9,7.6,8.4,28.5,37.2,33.6,71.2,201.0,1262.0,47.0,,,,633.0,,,,,
596,2000.0,,1590.0,9.9,7.5,8.4,28.5,37.7,33.6,71.2,201.0,1388.0,38.0,,,,633.0,,,,,
597,2000.0,,1590.0,10.4,7.6,8.6,27.2,37.2,32.8,71.7,205.0,1081.0,55.0,,,,649.0,,,,,
598,2000.0,,1590.0,10.4,7.6,8.6,27.2,37.2,32.8,71.7,205.0,1141.0,62.0,,,,649.0,,,,,
599,2000.0,,995.0,4.1,3.0,3.4,68.9,94.2,83.1,69.0,80.0,179.0,32.0,,,,256.0,,,,,
600,2000.0,,1797.0,12.1,6.9,8.8,23.3,40.9,32.1,73.0,208.0,1229.0,,,,,663.0,,,,,
601,2000.0,,3474.0,17.2,9.3,12.2,16.4,30.4,23.2,67.4,291.0,1020.0,50.0,,,,917.0,,,,,
602,2000.0,,1343.0,7.9,5.5,6.4,35.8,51.4,44.1,71.4,151.0,727.0,,,,,482.0,,,,,
603,2000.0,,1343.0,8.7,6.1,7.1,32.5,46.3,39.8,68.7,167.0,712.0,,,,,535.0,,,,,
604,2000.0,,3179.0,16.8,9.0,11.9,16.8,31.4,23.7,72.0,285.0,740.0,53.0,,,,898.0,,,,,
605,2000.0,,2156.0,17.1,8.7,11.8,16.5,32.5,23.9,73.0,281.0,1009.0,37.0,,,,890.0,,,,,
606,2000.0,,3179.0,16.8,9.0,11.9,16.8,31.4,23.7,72.0,285.0,740.0,53.0,,,,898.0,,,,,
607,2000.0,,2156.0,17.1,8.7,11.8,16.5,32.5,23.9,73.0,281.0,1009.0,37.0,,,,890.0,,,,,
608,2000.0,,2156.0,13.6,7.7,9.9,20.8,36.7,28.5,74.0,234.0,993.0,,,,,747.0,,,,,
609,2000.0,,2156.0,14.9,7.8,10.4,19.0,36.2,27.2,69.0,248.0,851.0,,,,,782.0,,,,,
610,2000.0,,1997.0,12.6,7.3,9.2,22.4,38.7,30.7,72.0,220.0,708.0,,,,,693.0,,,,,
611,2000.0,,1997.0,14.1,7.5,9.9,20.0,37.7,28.5,69.0,235.0,565.0,,,,,747.0,,,,,
612,2000.0,,2253.0,14.2,8.8,10.8,19.9,32.1,26.2,72.0,255.0,622.0,,,,,812.0,,,,,
613,2000.0,,2253.0,14.2,8.8,10.8,19.9,32.1,26.2,72.0,255.0,622.0,,,,,812.0,,,,,
614,2000.0,,1341.0,9.2,6.3,7.4,30.7,44.8,38.2,73.0,175.0,780.0,,,,,557.0,,,,,
615,2000.0,,1341.0,11.3,7.0,8.5,25.0,40.4,33.2,72.0,203.0,660.0,,,,,641.0,,,,,
616,2000.0,,1341.0,8.3,5.3,6.4,34.0,53.3,44.1,70.0,154.0,490.0,10.0,,,,482.0,,,,,
617,2000.0,,1341.0,9.8,5.9,7.3,28.8,47.9,38.7,69.0,176.0,650.0,10.0,,,,550.0,,,,,
618,2000.0,,1495.0,10.6,6.6,8.1,26.6,42.8,34.9,73.0,191.0,1250.0,,,,,610.0,,,,,
619,2000.0,,1495.0,11.3,7.0,8.5,25.0,40.4,33.2,74.0,179.0,470.0,,,,,641.0,,,,,
620,2000.0,,1495.0,11.5,7.0,8.7,24.6,40.4,32.5,71.0,205.0,1130.0,,,,,655.0,,,,,
621,2000.0,,1495.0,9.4,5.5,6.9,30.1,51.4,40.9,71.0,166.0,200.0,20.0,,,,520.0,,,,,
622,2000.0,,1495.0,10.5,6.2,7.8,26.9,45.6,36.2,69.0,188.0,460.0,20.0,,,,588.0,,,,,
623,2000.0,,999.0,8.0,5.4,6.3,35.3,52.3,44.8,73.0,151.0,760.0,,,,,475.0,,,,,
624,2000.0,,999.0,9.2,5.5,6.8,30.7,51.4,41.5,70.0,161.0,970.0,,,,,513.0,,,,,
625,2000.0,,999.0,8.8,6.5,7.3,32.1,43.5,38.7,72.0,174.0,950.0,,,,,550.0,,,,,
626,2000.0,,999.0,8.0,5.4,6.3,35.3,52.3,44.8,73.0,151.0,760.0,,,,,475.0,,,,,
627,2000.0,,999.0,9.2,5.5,6.8,30.7,51.4,41.5,70.0,161.0,970.0,,,,,513.0,,,,,
628,2000.0,,999.0,8.8,6.5,7.3,32.1,43.5,38.7,72.0,174.0,950.0,,,,,550.0,,,,,
629,2000.0,,999.0,8.0,5.4,6.3,35.3,52.3,44.8,73.0,151.0,760.0,,,,,475.0,,,,,
630,2000.0,,1599.0,10.7,6.0,7.7,26.4,47.1,36.7,72.0,184.0,900.0,,,,,580.0,,,,,
631,2000.0,,1599.0,13.1,6.8,9.1,21.6,41.5,31.0,70.0,217.0,770.0,,,,,686.0,,,,,
632,2000.0,,1599.0,13.1,6.8,9.1,21.6,41.5,31.0,72.0,217.0,770.0,,,,,686.0,,,,,
633,2000.0,,1599.0,10.7,6.0,7.7,26.4,47.1,36.7,74.0,184.0,900.0,,,,,580.0,,,,,
634,2000.0,,1975.0,12.7,6.6,8.9,22.2,42.8,31.7,74.0,212.0,460.0,,,,,671.0,,,,,
635,2000.0,,1975.0,13.8,7.0,9.5,20.5,40.4,29.7,74.0,226.0,500.0,,,,,716.0,,,,,
636,2000.0,,1975.0,12.7,6.6,8.9,22.2,42.8,31.7,74.0,212.0,460.0,,,,,671.0,,,,,
637,2000.0,,1975.0,13.8,7.0,9.5,20.5,40.4,29.7,74.0,226.0,500.0,,,,,716.0,,,,,
638,2000.0,,1599.0,10.7,6.0,7.7,26.4,47.1,36.7,72.0,184.0,900.0,,,,,580.0,,,,,
639,2000.0,,1599.0,12.9,6.7,9.0,21.9,42.2,31.4,70.0,214.0,1090.0,,,,,678.0,,,,,
640,2000.0,,1975.0,11.5,6.3,8.2,24.6,44.8,34.4,72.0,196.0,490.0,,,,,618.0,,,,,
641,2000.0,,1975.0,13.7,7.1,9.6,20.6,39.8,29.4,70.0,227.0,550.0,,,,,724.0,,,,,
642,2000.0,,1997.0,12.7,6.7,8.9,22.2,42.2,31.7,73.0,213.0,540.0,,,,,671.0,,,,,
643,2000.0,,1997.0,13.3,7.1,9.4,21.2,39.8,30.1,71.0,224.0,590.0,,,,,707.0,,,,,
644,2000.0,,2493.0,14.3,7.6,10.0,19.8,37.2,28.2,70.0,240.0,650.0,,,,,754.0,,,,,
645,2000.0,,1975.0,12.9,7.2,9.3,21.9,39.2,30.4,73.0,223.0,410.0,50.0,,,,700.0,,,,,
646,2000.0,,1975.0,14.1,8.0,10.3,20.0,35.3,27.4,72.0,247.0,360.0,50.0,,,,776.0,,,,,
647,2000.0,,2656.0,15.8,8.7,11.3,17.9,32.5,25.0,73.0,271.0,370.0,12.0,,,,851.0,,,,,
648,2000.0,,2972.0,15.3,8.0,10.7,18.5,35.3,26.4,70.0,256.0,58.0,,,,,806.0,,,,,
649,2000.0,,2999.0,13.6,8.7,10.5,20.8,32.5,26.9,73.4,278.0,200.0,,,0.134,,811.0,,,,,
650,2000.0,,2999.0,14.0,9.1,10.9,20.2,31.0,25.9,73.0,289.0,190.0,,,0.095,,843.0,,,,,
651,2000.0,,3494.0,18.7,10.7,13.7,15.1,26.4,20.6,75.9,326.0,570.0,,,,,1033.0,,,,,
652,2000.0,,3494.0,20.6,11.7,15.0,13.7,24.1,18.8,75.6,358.0,650.0,,,,,1132.0,,,,,
653,2000.0,,3996.0,18.6,9.7,12.9,15.2,29.2,21.9,72.4,309.0,141.0,,,,,971.0,,,,,
654,2000.0,,3996.0,18.6,9.7,12.9,15.2,29.2,21.9,72.4,309.0,141.0,,,,,971.0,,,,,
655,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
656,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
657,2000.0,,2967.0,16.6,9.1,11.8,17.0,31.0,23.8,74.0,284.0,365.0,,,,,894.0,,,,,
658,2000.0,,2967.0,16.0,8.3,11.1,17.7,34.1,25.4,73.7,268.0,110.0,,,,,838.0,,,,,
659,2000.0,,3996.0,17.6,9.5,12.5,16.1,29.7,22.7,73.8,299.0,215.0,,,,,937.0,,,,,
660,2000.0,,3248.0,17.1,9.1,12.0,16.5,31.0,23.5,69.2,288.0,326.0,,,,,905.0,,,,,
661,2000.0,,3248.0,17.1,9.1,12.0,16.5,31.0,23.5,69.2,288.0,326.0,,,,,905.0,,,,,
662,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
663,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
664,2000.0,,3996.0,18.6,9.7,12.9,15.2,29.2,21.9,72.4,309.0,141.0,,,,,971.0,,,,,
665,2000.0,,3996.0,17.7,8.4,11.8,15.9,33.4,23.9,72.1,284.0,139.0,,,,,890.0,,,,,
666,2000.0,,3996.0,17.4,8.7,11.9,16.2,32.6,23.8,72.1,284.0,139.0,,,,,894.0,,,,,
667,2000.0,,3996.0,17.7,9.5,12.5,16.0,29.7,22.6,73.0,299.0,148.0,,,,,941.0,,,,,
668,2000.0,,3996.0,17.5,9.2,12.2,16.1,30.6,23.1,73.0,293.0,148.0,,,,,921.0,,,,,
669,2000.0,,3248.0,17.1,9.1,12.0,16.5,31.0,23.5,69.2,288.0,326.0,,,,,905.0,,,,,
670,2000.0,,3248.0,17.1,9.1,12.0,16.5,31.0,23.5,69.2,288.0,326.0,,,,,905.0,,,,,
671,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
672,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
673,2000.0,,3248.0,17.1,9.1,12.0,16.5,31.0,23.5,69.2,288.0,326.0,,,,,905.0,,,,,
674,2000.0,,3248.0,17.1,9.1,12.0,16.5,31.0,23.5,69.2,288.0,326.0,,,,,905.0,,,,,
675,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
676,2000.0,,3996.0,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285.0,49.0,,,,,894.0,,,,,
677,2000.0,,3248.0,17.1,9.1,12.0,16.5,31.0,23.5,69.2,288.0,326.0,,,,,905.0,,,,,
