file,year,manufacturer,model,description,euro_standard,tax_band,transmission,transmission_type,engine_capacity,fuel_type,urban_metric,extra_urban_metric,combined_metric,urban_imperial,extra_urban_imperial,combined_imperial,noise_level,co2,thc_emissions,co_emissions,nox_emissions,thc_nox_emissions,particulates_emissions,fuel_cost_12000_miles,fuel_cost_6000_miles,standard_12_months,standard_6_months,first_year_12_months,first_year_6_months,date_of_change
DatapartC_july2000.csv,2000,Mitsubishi,Carisma Saloon/Hatchback,1.9 TD Equippe,2,,M5,Manual,1870,Diesel,8.2,4.9,6.1,34.4,57.6,46.3,73,160,,624,,,0.03,,471,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.3 GL,2,,M5,Manual,1299,Petrol,9.2,5.5,6.9,30.7,51.4,40.9,73,161,,715,,,,,520,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.3 GLX,2,,M5,Manual,1299,Petrol,9.2,5.5,6.9,30.7,51.4,40.9,73,161,,715,,,,,520,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.3 GLX,2,,A4,Automatic,1299,Petrol,10.6,6.5,8,26.6,43.5,35.3,72,188,,536,,,,,603,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.3 Resolution,2,,M5,Manual,1299,Petrol,9.2,5.5,6.9,30.7,51.4,40.9,73,161,,715,,,,,520,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.6 GLS,2,,M5,Manual,1597,Petrol,10,5.9,7.4,28.2,47.9,38.2,72,174,,802,,,,,557,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.6 GLS,2,,A4,Automatic,1597,Petrol,11,6.9,8.4,25.7,40.9,33.6,71,197,,802,,,,,633,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.6 GLX,2,,M5,Manual,1597,Petrol,10,5.9,7.4,28.2,47.9,38.2,72,174,,802,,,,,557,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt,1.6 GLX,2,,A4,Automatic,1597,Petrol,11,6.9,8.4,25.7,40.9,33.6,71,197,,739,,,,,633,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt Space Star,1.3 GL,2,,M5,Manual,1299,Petrol,9,5.6,6.8,31.4,50.4,41.5,72,164,,822,,,,,513,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt Space Star,1.3 GLX,2,,M5,Manual,1299,Petrol,9,5.6,6.8,31.4,50.4,41.5,72,164,,822,,,,,513,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt Space Star,1.3i,2,,M5,Manual,1299,Petrol,9,5.6,6.8,31.4,50.4,41.5,72,164,,822,,,,,513,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt Space Star,1.3 Resolution,2,,M5,Manual,1299,Petrol,9,5.6,6.8,31.4,50.4,41.5,72,164,,822,,,,,513,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt Space Star,1.8 GDI GLS,2,,M5,Manual,1834,Petrol,9,5.9,7,31.4,47.9,40.4,72,168,,102,,,,,527,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Colt Space Star,1.8 GDI GLX,2,,M5,Manual,1834,Petrol,9,5.9,7,31.4,47.9,40.4,72,168,,102,,,,,527,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.0 16V GLS,2,,M5,Manual,1997,Petrol,11.7,6.7,8.6,24.1,42.2,32.8,71,202,,910,,,,,649,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.0 16V GLS,2,,A4,Automatic,1997,Petrol,13.2,7.3,9.5,21.4,38.7,29.7,72,224,,634,,,,,716,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.0 16V GLX,2,,M5,Manual,1997,Petrol,11.7,6.7,8.6,24.1,42.2,32.8,71,202,,910,,,,,649,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.4 GDI,2,,M5,Manual,2351,Petrol,11.5,6.4,8.3,24.6,44.1,34,71,199,,475,,,,,626,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.4 GDI,2,,A4,Automatic,2351,Petrol,12.3,6.9,8.9,23,40.9,31.7,70,213,,478,,,,,671,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.5 V6-24V,2,,M5,Manual,2498,Petrol,13.2,7,9.3,21.4,40.4,30.4,72,219,,658,,,,,700,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.5 V6-24V,2,,A4,Automatic,2498,Petrol,14,7.5,9.9,20.2,37.7,28.5,71,232,,464,,,,,747,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.5 V6-24V Sport,2,,M5,Manual,2498,Petrol,13.2,7,9.3,21.4,40.4,30.4,72,219,,658,,,,,700,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Estate,2.5 V6-24V Sport,2,,A4,Automatic,2498,Petrol,14,7.5,9.9,20.2,37.7,28.5,71,232,,464,,,,,747,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.0 16v GLS,2,,M5,Manual,1997,Petrol,11.5,6.4,8.3,24.6,44.1,34,71,196,,910,,,,,626,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.0 16v GLS,2,,A4,Automatic,1997,Petrol,12.7,7.1,9.2,22.2,39.8,30.7,72,217,,634,,,,,693,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.0 16v GLX,2,,M5,Manual,1997,Petrol,11.5,6.4,8.3,24.6,44.1,34,71,196,,910,,,,,626,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.4 GDI,2,,M5,Manual,2351,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,71,196,,475,,,,,618,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.4 GDI,2,,A4,Automatic,2351,Petrol,12.1,6.7,8.7,23.3,42.2,32.5,70,208,,478,,,,,655,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.5 V6-24V,2,,M5,Manual,2498,Petrol,13.1,6.8,9.1,21.6,41.5,31,72,214,,658,,,,,686,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.5 V6-24V,2,,A4,Automatic,2498,Petrol,13.5,7.3,9.5,20.9,38.7,29.7,71,224,,464,,,,,716,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.5 V6-24V Sport,2,,M5,Manual,2498,Petrol,13.1,6.8,9.1,21.6,41.5,31,72,214,,658,,,,,686,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Galant - Saloon,2.5 V6-24V Sport,2,,A4,Automatic,2498,Petrol,13.5,7.3,9.5,20.9,38.7,29.7,71,224,,464,,,,,716,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Lancer Estate,1.6 GLX Estate,2,,M5,Manual,1597,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,72,188,,1022,,,,,610,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun,3.2 DID GLS LWB,2,,M5,Manual,3200,Diesel,12.4,8.1,9.7,22.8,34.9,29.1,74,256,,990,,,0.034,,750,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun,3.2 DID GLS LWB,2,,A4,Automatic,3200,Diesel,14,8.7,10.7,20.2,32.5,26.4,71,284,,578,,,0.084,,827,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun,3.2 DID GLS SWB,2,,M5,Manual,3200,Diesel,12.4,8.1,9.7,22.8,34.9,29.1,75,256,,990,,,0.034,,750,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun,3.5 V6 GDI GLS LWB,2,,A4,Automatic,3497,Petrol,17.5,10.8,13.2,16.1,26.2,21.4,72,316,,527,,,,,994,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun,3.5 V6 GDI GLS SWB,2,,A4,Automatic,3497,Petrol,17.5,10.8,13.2,16.1,26.2,21.4,72,316,,527,,,,,994,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun Pinin,1.8 GDI,2,,M5,Manual,1834,Petrol,11.2,7.8,9,25.2,36.2,31.4,74,217,,139,,,,,678,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun Pinin,1.8 GDI,2,,A4,Automatic,1834,Petrol,11.7,8.2,9.5,24.1,34.4,29.7,72,228,,107,,,,,716,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun Sport,2.5 TD GLS,2,,M5,Manual,2477,Diesel,13.6,9.5,11,20.8,29.7,25.7,74,292,60,661,,,0.06,,849,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun Sport,2.5 TD GLX,2,,M5,Manual,2477,Diesel,12.6,8.5,10,22.4,33.2,28.2,72,266,51,527,,,0.051,,774,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun Sport,3.0 V6 GLS,2,,M5,Manual,2972,Petrol,16.2,10,12.3,17.4,28.2,23,75,294,,589,,,,,925,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Shogun Sport,3.0 V6 GLS,2,,A4,Automatic,2972,Petrol,17.1,11,13.2,16.5,25.7,21.4,70,313,,407,,,,,994,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Space Wagon,2.4 GDI GL,2,,M5,Manual,2351,Petrol,12.2,7.6,9.3,23.2,37.2,30.4,70,222,,94,,,,,700,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Space Wagon,2.4 GDI GLS,2,,A4,Automatic,2351,Petrol,13,8,9.8,21.7,35.3,28.8,67,235,,145,,,,,739,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Space Wagon,2.4 GDI GLX,2,,M5,Manual,2351,Petrol,12.2,7.6,9.3,23.2,37.2,30.4,70,222,,94,,,,,700,,,,,
DatapartC_july2000.csv,2000,Mitsubishi,Space Wagon,2.4 GDI GLX,2,,A4,Automatic,2351,Petrol,13,8,9.8,21.7,35.3,28.8,67,235,,145,,,,,739,,,,,
DatapartC_july2000.csv,2000,Nissan,200SX - S14 Series,2.0 Turbo Coupé,2,,M5,Manual,1998,Petrol,12.9,7.8,9.7,21.9,36.2,29.1,69.5,233,,937,,,,,731,,,,,
DatapartC_july2000.csv,2000,Nissan,200SX - S14 Series,2.0 Turbo Coupé,2,,A4,Automatic,1998,Petrol,15.9,8.2,11,17.8,34.4,25.7,66.2,267,,470,,,,,828,,,,,
"DataPartB_july2000.csv,2000,Nissan,Almera - N16 Series,""1.5 3, 5 door  E, S, SE"",3,,M5,Manual,1498,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,70,158,87,504,84,,,,497,,,,,"
"DataPartB_july2000.csv,2000,Nissan,Almera - N16 Series,""1.8 3, 5 door  E, SE, SE Plus"",3,,A4,Automatic,1769,Petrol,10.6,6.2,7.8,26.6,45.6,36.2,71,188,68,490,67,,,,588,,,,,"
"DataPartB_july2000.csv,2000,Nissan,Almera - N16 Series,""1.8 3, 5 door  Sport Plus, SE, Sport,SE Plus"",3,,M5,Manual,1769,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,73,180,55,667,54,,,,564,,,,,"
"DataPartB_july2000.csv,2000,Nissan,Almera - N16 Series,""2.2 3, 5 door  S, SE, Sport Plus"",3,,M5,Manual,2184,Diesel,7.5,4.7,5.7,37.7,60.1,49.6,73,152,,20,380,,0.04,,440,,,,,"
DataPartB_july2000.csv,2000,Nissan,Maxima QX A33 Series,2.0 V6 Saloon,3,,MT,Manual,1995,Petrol,12.3,7.3,9.2,23,38.7,30.7,70,220,144,664,56,,,,693,,,,,
DataPartB_july2000.csv,2000,Nissan,Maxima QX A33 Series,2.0 V6 Saloon,3,,AT,Automatic,1995,Petrol,13.5,7.5,9.7,21,37.7,29,70.4,232,138,323,72,,,,734,,,,,
DataPartB_july2000.csv,2000,Nissan,Maxima QX A33 Series,3.0 V6 Saloon,3,,AT,Automatic,2988,Petrol,15.1,7.8,10.5,19,36.2,27,69.5,252,122,421,50,,,,788,,,,,
DatapartC_july2000.csv,2000,Nissan,Micra - K11 Series,1.0 Hatchback,2,,M5,Manual,998,Petrol,7.1,5.3,6,39.8,53.3,47.1,73.1,152,,1043,,,,,452,,,,,
DatapartC_july2000.csv,2000,Nissan,Micra - K11 Series,1.0 Hatchback,2,,CVT,Automatic,998,Petrol,7.3,5.4,6.1,38.7,52.3,46.3,72.3,154,,1012,,,,,460,,,,,
DatapartC_july2000.csv,2000,Nissan,Micra - K11 Series,1.3 Hatchback,2,,M5,Manual,1275,Petrol,7.8,5.1,6.1,36.2,55.4,46.3,72.4,151,,410,,,,,460,,,,,
DatapartC_july2000.csv,2000,Nissan,Micra - K11 Series,1.3 Hatchback,2,,CVT,Automatic,1275,Petrol,7.8,5.3,6.2,36.2,53.3,45.6,72.4,155,,1048,,,,,467,,,,,
"DatapartC_july2000.csv,2000,Nissan,Patrol GR - Y61 Series,""3.0 TDI 3, 5 door"",2,,MT,Manual,2953,Diesel,14.3,8.8,10.8,20,32,26,74,288,,430,,,0.08,,839,,,,,"
DatapartC_july2000.csv,2000,Nissan,Patrol GR - Y61 Series,3.0 TDI 5 door,2,,AT,Automatic,2953,Diesel,13.9,9,10.8,20,31,26,71,287,,600,,,0.05,,839,,,,,
"DatapartC_july2000.csv,2000,Nissan,Primera - P11 Series,""1.6 4, 5 door"",2,,M5,Manual,1597,Petrol,9.6,5.9,7.2,29.4,47.9,39.2,70.5,186,,1407,,,,,543,,,,,"
DatapartC_july2000.csv,2000,Nissan,Primera - P11 Series,1.6 Estate,2,,M5,Manual,1597,Petrol,9.9,6.2,7.5,28.5,45.6,37.7,70.5,194,,1407,,,,,564,,,,,
"DataPartB_july2000.csv,2000,Nissan,Primera - P11 Series,""1.8 4, 5 door"",3,,M5,Manual,1769,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,71,177,46,480,22,,,,550,,,,,"
DataPartB_july2000.csv,2000,Nissan,Primera - P11 Series,1.8 Estate,3,,M5,Manual,1769,Petrol,9.9,6,7.4,28.5,47.1,38.2,71,183,46,480,22,,,,557,,,,,
"DataPartB_july2000.csv,2000,Nissan,Primera - P11 Series,""2.0 4, 5 door"",3,,M5,Manual,1998,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,71,195,88,1253,40,,,,610,,,,,"
"DataPartB_july2000.csv,2000,Nissan,Primera - P11 Series,""2.0 4, 5 door"",3,,CVT,Automatic,1998,Petrol,12.1,6.5,8.5,23.3,43.5,33.2,69,206,157,480,57,,,,641,,,,,"
DataPartB_july2000.csv,2000,Nissan,Primera - P11 Series,2.0 Estate,3,,M5,Manual,1998,Petrol,11.4,6.5,8.3,24.8,43.5,34,71,200,88,1253,48,,,,626,,,,,
"DataPartB_july2000.csv,2000,Nissan,Primera - P11 Series,""2.0 Estate S, SE, Sports Plus"",3,,CVT,Automatic,1998,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,69,211,157,480,57,,,,655,,,,,"
DataPartB_july2000.csv,2000,Nissan,Primera - P11 Series,2.0 Estate SE Plus,3,,CVT,Automatic,1998,Petrol,12.4,7,9,22.8,40.4,31.4,69,217,157,480,57,,,,678,,,,,
"DatapartC_july2000.csv,2000,Nissan,Primera - P11 Series,""2.0 Turbo Diesel 4, 5 door"",2,,M5,Manual,1974,Diesel,8.4,5.5,6.5,33.6,51.4,43.5,70.9,179,,374,,,0.032,,502,,,,,"
DatapartC_july2000.csv,2000,Nissan,Primera - P11 Series,2.0 Turbo Diesel Estate,2,,M5,Manual,1974,Diesel,8.6,5.7,6.7,32.8,49.6,42.2,70.9,186,,374,,,0.032,,517,,,,,
DatapartC_july2000.csv,2000,Nissan,Serena - C23 Series,1.6 GX 5 door,2,,M5,Manual,1597,Petrol,12.5,8,9.7,22.6,35.3,29.1,74,227,,1909,,,,,731,,,,,
DatapartC_july2000.csv,2000,Nissan,Serena - C23 Series,2.0 Excursion 5 door,2,,M5,Manual,1998,Petrol,13.4,8.5,10.3,21.1,33.2,27.4,73,244,,715,,,,,776,,,,,
DatapartC_july2000.csv,2000,Nissan,Serena - C23 Series,2.3 Diesel 5 door,2,,M5,Manual,2283,Diesel,11.9,7.8,9.3,23.7,36.2,30.4,73,246,,623,,,0.071,,718,,,,,
"DatapartC_july2000.csv,2000,Nissan,Terrano II - R20 Series,""2.4 Petrol 3, 5 door"",2,,M5,Manual,2389,Petrol,15.8,10.3,12.3,17.9,27.4,23,74,292,,1765,,,,,925,,,,,"
DatapartC_july2000.csv,2000,Nissan,Terrano II - R20 Series,2.7 Turbo Diesel 3 door,2,,M5,Manual,2664,Diesel,11.8,8.6,9.8,23.9,32.8,28.8,72,260,,677,,,0.06,,758,,,,,
DatapartC_july2000.csv,2000,Nissan,Terrano II - R20 Series,2.7 Turbo Diesel 5 door,2,,M5,Manual,2664,Diesel,11.9,8.7,9.9,23.7,32.5,28.5,72,263,,677,,,0.06,,766,,,,,
DatapartC_july2000.csv,2000,Nissan,Terrano II - R20 Series,2.7 Turbo Diesel 5 door,2,,A4,Automatic,2664,Diesel,13.1,9.3,10.7,21.6,30.4,26.4,73,283,,508,,,0.119,,827,,,,,
DatapartC_july2000.csv,2000,Perodua,Perodua,EX Nippa,2,,M5,Manual,847,Petrol,6.9,4.6,5.4,41.1,61.4,51.9,71.5,129,,827,,,,,410,,,,,
DatapartC_july2000.csv,2000,Perodua,Perodua,GX Nippa,2,,M5,Manual,847,Petrol,6.9,4.6,5.4,41.1,61.4,51.9,71.5,129,,827,,,,,410,,,,,
DatapartC_july2000.csv,2000,Peugeot,106,1.1 60 bhp,2,,M5,Manual,1124,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,72.8,154,,582,,,,,482,,,,,
DatapartC_july2000.csv,2000,Peugeot,106,1.4 75 bhp,2,,M5,Manual,1360,Petrol,9.3,5.4,6.8,30.4,52.3,41.5,72.7,167,,1422,,,,,513,,,,,
DatapartC_july2000.csv,2000,Peugeot,106,1.5 D 58 bhp,2,,M5,Manual,1527,Diesel,6.9,4.3,5.3,40.9,65.7,53.3,72.5,139,,509,,,0.058,,409,,,,,
DatapartC_july2000.csv,2000,Peugeot,106,1.6 120 bhp,2,,M5,Manual,1587,Petrol,11.4,6.3,8.1,24.8,44.8,34.9,73.1,194,,1224,,,,,610,,,,,
DatapartC_july2000.csv,2000,Peugeot,206,1.1 60 bhp,2,,M5,Manual,1124,Petrol,8.2,5.1,6.2,34.4,55.4,45.6,72,154,,750,,,,,467,,,,,
DatapartC_july2000.csv,2000,Peugeot,206,1.4 75 bhp,2,,M5,Manual,1360,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,72.1,157,,917,,,,,497,,,,,
DatapartC_july2000.csv,2000,Peugeot,206,1.4 75 bhp,2,,A4,Automatic,1360,Petrol,10,5.6,7.2,28.2,50.4,39.2,72.4,180,,802,,,,,543,,,,,
DatapartC_july2000.csv,2000,Peugeot,206,1.6 90 bhp,2,,M5,Manual,1587,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,73.6,165,,1057,,,,,520,,,,,
DatapartC_july2000.csv,2000,Peugeot,206,1.9 d 70 bhp,2,,M5,Manual,1868,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,73.1,144,,274,,,0.027,,425,,,,,
DatapartC_july2000.csv,2000,Peugeot,206,2.0 137 bhp,2,,M5,Manual,1997,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,73.7,187,,326,,,,,594,,,,,
DatapartC_july2000.csv,2000,Peugeot,206,2.0 Hdi Turbo 90 bhp,2,,M5,Manual,1997,Diesel,6.6,4.1,5,42.8,68.9,56.5,72.1,136,,556,,,0.028,,386,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,1.4 75 bhp,2,,M5,Manual,1360,Petrol,9.1,5.7,6.9,31,49.6,40.9,72.3,170,,684,,,,,520,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,1.6 90 bhp,2,,M5,Manual,1587,Petrol,9.6,5.8,7.2,29.4,48.7,39.2,73.5,172,,907,,,,,543,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,1.6 90 bhp,2,,A4,Automatic,1587,Petrol,10.8,6,7.8,26.2,47.1,36.2,73.7,185,,1714,,,,,588,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,1.8 112 bhp,2,,M5,Manual,1761,Petrol,12,6.3,8.3,23.5,44.8,34,73.2,198,,1376,,,,,626,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,1.8 112 bhp Cabriolet,2,,M5,Manual,1761,Petrol,12.2,6.5,8.5,23.2,43.5,33.2,73.2,198,,1376,,,,,641,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,1.9 D 70 bhp,2,,M5,Manual,1868,Diesel,8.3,5,6.2,34,56.5,45.6,74,164,,251,,,0.044,,479,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,2.0 135 bhp,2,,M5,Manual,1998,Petrol,12.8,7,9.1,22.1,40.4,31,72.5,219,,103,,,,,686,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,2.0 135 bhp Cabriolet,2,,M5,Manual,1998,Petrol,12.9,7.1,9.2,21.9,39.8,30.7,73.2,221,,103,,,,,693,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,2.0 135 bhp Cabriolet,2,,A4,Automatic,1998,Petrol,13.8,6.6,9.3,20.5,42.8,30.4,72.5,229,,956,,,,,700,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,2.0 167 bhp,2,,M5,Manual,1998,Petrol,13.6,7.1,9.4,20.8,39.8,30.1,74,224,,928,,,,,707,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,2.0 Hdi 90 bhp (D Turbo only),2,,M5,Manual,1997,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,73.3,146,,584,,,0.053,,417,,,,,
DatapartC_july2000.csv,2000,Peugeot,306,2.0 Hdi Turbo 90 bhp (exc. D Turbo),2,,M5,Manual,1997,Diesel,6.9,4.3,5.2,40.9,65.7,54.3,73.3,141,,584,,,0.058,,402,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Coupé,2.0 137 bhp,2,,M5,Manual,1997,Petrol,11.6,6.6,8.4,24.4,42.8,33.6,74,206,,394,,,,,633,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Coupé,2.0 137 bhp,2,,A4,Automatic,1997,Petrol,12.3,6.5,8.6,23,43.5,32.8,72.4,206,,425,,,,,649,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Coupé,3.0 V6 210 bhp,2,,M5,Manual,2946,Petrol,14.1,7.6,10,20,37.2,28.2,71,238,,529,,,,,754,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Coupé,3.0 V6 210 bhp,2,,A4,Automatic,2946,Petrol,14.7,7.8,10.4,19.2,36.2,27.2,73.5,248,,622,,,,,782,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Estate,1.8 112 bhp,2,,M5,Manual,1761,Petrol,12.4,7,9,22.8,40.4,31.4,73,214,,608,,,,,678,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Estate,2.0 137 bhp,2,,M5,Manual,1997,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,73.3,207,,394,,,,,633,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Estate,2.0 137 bhp,2,,A4,Automatic,1997,Petrol,12.3,6.6,8.7,23,42.8,32.5,72.4,208,,425,,,,,655,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Estate,3.0 V6 210 bhp,2,,M5,Manual,2946,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,74,234,,529,,,,,739,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Estate,3.0 V6 210 bhp,2,,A4,Automatic,2946,Petrol,14.6,7.7,10.2,19.3,36.7,27.7,73.5,243,,924,,,,,768,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Estate,Hdi Turbo 110 bhp,2,,M5,Manual,1997,Diesel,7.5,4.7,5.7,37.7,60.1,49.6,72.9,156,,844,,,0.064,,440,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Estate,Hdi Turbo 90 bhp,2,,M5,Manual,1997,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,72.5,160,,504,,,0.029,,448,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Saloon,1.8 112 bhp,2,,M5,Manual,1761,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,73,209,,1036,,,,,655,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Saloon,2.0 137 bhp,2,,M5,Manual,1997,Petrol,11.5,6.5,8.3,24.6,43.5,34,73.3,203,,394,,,,,626,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Saloon,2.0 137 bhp,2,,A4,Automatic,1997,Petrol,12.3,6.5,8.6,23,43.5,32.8,72.4,206,,425,,,,,649,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Saloon,3.0 V6 210 bhp,2,,M5,Manual,2946,Petrol,13.7,7.2,9.6,20.6,39.2,29.4,74,229,,529,,,,,724,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Saloon,3.0 V6 210 bhp,2,,A4,Automatic,2946,Petrol,14.3,7.5,10,19.8,37.7,28.2,73.5,238,,919,,,,,754,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Saloon,Hdi Turbo 110 bhp,2,,M5,Manual,1997,Diesel,7.3,4.5,5.5,38.7,62.8,51.4,72.9,150,,844,,,0.064,,425,,,,,
DatapartC_july2000.csv,2000,Peugeot,406 Saloon,Hdi Turbo 90 bhp,2,,M5,Manual,1997,Diesel,7.4,4.7,5.6,38.2,60.1,50.4,72.5,154,,504,,,0.029,,433,,,,,
DataPartB_july2000.csv,2000,Peugeot,607,2.2 160 bhp,3,,M5,Manual,2230,Petrol,12.5,7.2,9.1,22.6,39.2,31,73.6,217,100,182,72,,,,686,,,,,
DataPartB_july2000.csv,2000,Peugeot,607,2.2 160 bhp,3,,A4,Automatic,2230,Petrol,13.5,7.5,9.7,20.9,37.7,29.1,72.3,231,131,496,103,,,,731,,,,,
DataPartB_july2000.csv,2000,Peugeot,607,2.2 Hdi 136 bhp,3,,M5,Manual,2179,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,72.7,180,,258,465,,0.006,,526,,,,,
DataPartB_july2000.csv,2000,Peugeot,607,3.0 V6 210 bhp,3,,M5,Manual,2946,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,73.8,234,124,480,37,,,,739,,,,,
DataPartB_july2000.csv,2000,Peugeot,607,3.0 V6 210 bhp,3,,A4,Automatic,2946,Petrol,14.4,7.8,10.2,19.6,36.2,27.7,72.9,245,132,343,16,,,,768,,,,,
DataPartB_july2000.csv,2000,Peugeot,806,2.0 139 bhp,3,,M5,Manual,1997,Petrol,12.3,7.4,9.2,23,38.2,30.7,72.3,221,42,396,98,,,,693,,,,,
DataPartB_july2000.csv,2000,Peugeot,806,2.0 139 bhp,3,,A4,Automatic,1997,Petrol,13.6,7.6,9.7,20.7,37.2,29.1,73.6,232,79,497,35,,,,731,,,,,
DatapartC_july2000.csv,2000,Peugeot,806,2.0 HDi Turbo 110 HP,2,,M5,Manual,1997,Diesel,8.4,5.6,6.7,33.6,50.4,42.2,72.2,182,,174,,,0.059,,518,,,,,
DatapartC_july2000.csv,2000,Peugeot,Expert,2.0 Hdi Turbo 110 bhp Expert Combi,2,,M5,Manual,1997,Diesel,7.9,5.4,6.4,35.8,52.3,44.1,74.7,171,,246,,,0.048,,494,,,,,
